0.5241,-1.5716,0.0021334,-1.5721,-1.5713,6.7776e-08,0
0.52405,-1.5716,0.0021365,-1.5721,-1.5713,6.4059e-05,0
0.52388,-1.5716,0.0021459,-1.5721,-1.5715,0.00025547,0
0.52361,-1.5715,0.0021614,-1.5722,-1.5717,0.00057352,0
0.52323,-1.5713,0.0021832,-1.5723,-1.572,0.0010175,0
0.52274,-1.5711,0.0022111,-1.5724,-1.5724,0.0015866,0
0.52215,-1.5709,0.0022452,-1.5725,-1.5729,0.0022803,0
0.52145,-1.5706,0.0022855,-1.5727,-1.5735,0.0030979,0
0.52065,-1.5703,0.002332,-1.5728,-1.5741,0.004039,0
0.51974,-1.57,0.0023847,-1.573,-1.5749,0.005103,0
0.51873,-1.5696,0.0024437,-1.5733,-1.5757,0.0062894,0
0.51762,-1.5692,0.0025091,-1.5735,-1.5766,0.0075978,0
0.5164,-1.5687,0.0025808,-1.5738,-1.5776,0.0090279,0
0.51508,-1.5682,0.002659,-1.5741,-1.5787,0.010579,0
0.51366,-1.5677,0.0027438,-1.5744,-1.5799,0.012252,0
0.51215,-1.5671,0.0028351,-1.5747,-1.5811,0.014045,0
0.51053,-1.5665,0.0029332,-1.5751,-1.5824,0.015959,0
0.50881,-1.5658,0.0030381,-1.5754,-1.5838,0.017992,0
0.507,-1.5652,0.0031499,-1.5758,-1.5853,0.020147,0
0.47491,-1.5728,0.0026192,-1.5671,-1.5563,0.022309,0
0.47294,-1.572,0.0027495,-1.5675,-1.5579,0.024688,0
0.47087,-1.5712,0.0028873,-1.568,-1.5596,0.027187,0
0.46872,-1.5704,0.0030327,-1.5684,-1.5613,0.029804,0
0.46647,-1.5695,0.003186,-1.5689,-1.5632,0.03254,0
0.46412,-1.5686,0.0033472,-1.5694,-1.5651,0.035395,0
0.46169,-1.5676,0.0035166,-1.5699,-1.567,0.038368,0
0.45916,-1.5666,0.0036944,-1.5705,-1.5691,0.041461,0
0.45655,-1.5656,0.0038807,-1.571,-1.5712,0.044672,0
0.41468,-1.5754,0.0032353,-1.5597,-1.5336,0.047655,0
0.41196,-1.5743,0.003447,-1.5603,-1.5358,0.051073,0
0.40915,-1.5731,0.0036681,-1.5609,-1.538,0.05461,0
0.40625,-1.5719,0.0038987,-1.5615,-1.5404,0.058264,0
0.40327,-1.5707,0.0041392,-1.5621,-1.5428,0.062035,0
0.40021,-1.5695,0.0043897,-1.5627,-1.5452,0.065925,0
0.39706,-1.5682,0.0046506,-1.5634,-1.5477,0.069932,0
0.39382,-1.5668,0.004922,-1.564,-1.5503,0.074057,0
0.34493,-1.5781,0.0041879,-1.5509,-1.5066,0.077583,0
0.34164,-1.5767,0.0044928,-1.5515,-1.5092,0.081895,0
0.33827,-1.5752,0.0048092,-1.5522,-1.5119,0.086323,0
0.33482,-1.5737,0.0051375,-1.5529,-1.5146,0.090867,0
0.33129,-1.5722,0.0054779,-1.5536,-1.5174,0.095527,0
0.32769,-1.5707,0.0058307,-1.5543,-1.5203,0.1003,0
0.32401,-1.5691,0.0061963,-1.5549,-1.5231,0.1052,0
0.26685,-1.5822,0.0054395,-1.5395,-1.4718,0.10893,0
0.26316,-1.5806,0.005848,-1.5402,-1.4747,0.11398,0
0.2594,-1.5788,0.0062703,-1.5409,-1.4776,0.11914,0
0.25557,-1.5771,0.0067068,-1.5416,-1.4806,0.12442,0
0.25167,-1.5753,0.0071578,-1.5423,-1.4836,0.12981,0
0.24769,-1.5735,0.0076238,-1.543,-1.4867,0.13532,0
0.24365,-1.5717,0.008105,-1.5437,-1.4898,0.14093,0
0.18247,-1.5858,0.0078503,-1.5274,-1.4349,0.14469,0
0.17846,-1.5839,0.0083839,-1.5281,-1.438,0.15043,0
0.17439,-1.5819,0.0089339,-1.5287,-1.4411,0.15628,0
0.17025,-1.5799,0.0095007,-1.5294,-1.4442,0.16224,0
0.16605,-1.5779,0.010085,-1.5301,-1.4474,0.16831,0
0.16178,-1.5758,0.010686,-1.5307,-1.4506,0.17449,0
0.083238,-1.5957,0.012733,-1.5105,-1.3785,0.17736,0
0.012946,-1.6191,0.027377,-1.4996,-1.3167,0.18049,0
-0.014449,-1.6251,0.031281,-1.4953,-1.2975,0.18558,0
-0.013852,-1.7651,0.34158,-1.6676,-1.3047,0.19322,0
-0.01573,-1.7742,0.36993,-1.6887,-1.3095,0.2008,0
-0.0177,-1.7824,0.39627,-1.7088,-1.3143,0.20846,0
-0.019805,-1.7897,0.42098,-1.728,-1.3191,0.21618,0
-0.022132,-1.7964,0.44436,-1.7464,-1.3238,0.22397,0
-0.024902,-1.8027,0.4666,-1.7641,-1.3281,0.23181,0
-0.030816,-1.8093,0.48778,-1.7804,-1.3294,0.2396,0
-0.036583,-1.8155,0.5082,-1.7963,-1.3309,0.24747,0
-0.042225,-1.8213,0.52796,-1.8119,-1.3325,0.25543,0
-0.047764,-1.8266,0.54712,-1.8272,-1.3343,0.26347,0
-0.053214,-1.8317,0.56573,-1.8424,-1.3362,0.2716,0
-0.043924,-1.832,0.58379,-1.8617,-1.3532,0.2803,0
-0.042873,-1.8344,0.6012,-1.8782,-1.3619,0.28876,0
-0.043169,-1.8369,0.61813,-1.894,-1.3695,0.29723,0
-0.044066,-1.8393,0.63462,-1.9094,-1.3765,0.30575,0
-0.045299,-1.8416,0.65071,-1.9245,-1.3832,0.31431,0
-0.046744,-1.8437,0.66641,-1.9394,-1.3899,0.32292,0
